	course	0	1	2	3	4	5	6	7
1638	MUS 244	Music							
88	MUS 245	American Studies	International Relations - History	International Relations - Political Science	Latin American Studies	Music			
1652	MUS 250	Music							
1645	MUS 250H	Music							
571	MUS 275	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
158	MUS 276	American Studies	Architecture	Media Arts and Sciences	Music				
598	MUS 277	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after	Media Arts and Sciences	Music				
1648	MUS 298	Music							
1643	MUS 299	Music							
67	MUS 300	Africana Studies - United States Concentration	Jewish Studies	Media Arts and Sciences	Music				
1654	MUS 301	Music							
1661	MUS 308	Music							
1646	MUS 309	Music							
1485	MUS 314	Latin American Studies	Music						
1641	MUS 315	Music							
1651	MUS 322	Music	Women's and Gender Studies						
1662	MUS 335	Music							
306	MUS 336	Architecture	Media Arts and Sciences						
1644	MUS 344	Music							
1547	MUS 345	Latin American Studies	Music						
1653	MUS 350	Music							
1649	MUS 398	Music							
1679	NEUR 100	Neuroscience							
1680	NEUR 200	Neuroscience							
1681	NEUR 300	Neuroscience							
1685	NEUR 305	Neuroscience							
1687	NEUR 306	Neuroscience							
1691	NEUR 310	Neuroscience							
1689	NEUR 315	Neuroscience							
1692	NEUR 325	Neuroscience							
508	NEUR 332	Biochemistry	Neuroscience						
1693	NEUR 335	Neuroscience							
993	PEAC 104	Education Studies	Peace and Justice Studies						
914	PEAC 119Y	East Asian Studies							
1356	PEAC 201	International Relations - Economics							
1694	PEAC 204	Peace and Justice Studies							
1425	PEAC 205	International Relations - History	Women's and Gender Studies						
994	PEAC 206	Education Studies	International Relations - History						
1329	PEAC 207	International Relations - Economics	International Relations - History	International Relations - Political Science					
1398	PEAC 209	International Relations - History	International Relations - Political Science						
1699	PEAC 210	Peace and Justice Studies							
121	PEAC 215	American Studies	Education Studies	Peace and Justice Studies					
1307	PEAC 217	International Relations - Economics	International Relations - History	Middle Eastern Studies					
1331	PEAC 219	International Relations - Economics							
1373	PEAC 220	International Relations - History	International Relations - Political Science	Peace and Justice Studies					
1316	PEAC 221	International Relations - Economics							
925	PEAC 222	Economics	International Relations - History	International Relations - Political Science	Peace and Justice Studies				
1700	PEAC 223	Peace and Justice Studies							
1218	PEAC 224	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Peace and Justice Studies			
1846	PEAC 225	South Asia Studies							
989	PEAC 231	Education Studies	International Relations - History	International Relations - Political Science	Latin American Studies	Peace and Justice Studies			
1698	PEAC 235	Peace and Justice Studies							
159	PEAC 240	American Studies	Architecture	International Relations - Economics					
75	PEAC 243	American Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Peace and Justice Studies			
1701	PEAC 250	Peace and Justice Studies							
1695	PEAC 250H	Peace and Justice Studies							
1696	PEAC 259	Peace and Justice Studies							
1297	PEAC 261	International Relations - Economics	International Relations - History	International Relations - Political Science	Peace and Justice Studies				
1697	PEAC 264	Peace and Justice Studies							
987	PEAC 290	Education Studies	Latin American Studies	Peace and Justice Studies					
1422	PEAC 304	International Relations - History							
992	PEAC 305	Education Studies	Peace and Justice Studies						
964	PEAC 312	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies			
1324	PEAC 318	International Relations - Economics							
1702	PEAC 350	Peace and Justice Studies							
1703	PEAC 350H	Peace and Justice Studies							
1281	PEAC 357	International Relations - Economics	International Relations - History						
1272	PEAC 358	International Relations - Economics	International Relations - History	Jewish Studies					
1704	PEAC 360	Peace and Justice Studies							
1705	PEAC 370	Peace and Justice Studies							
1020	PEAC 388	English	English and Creative Writing	Peace and Justice Studies					
1706	PHIL 102	Philosophy							
1734	PHIL 103	Philosophy							
1032	PHIL 105	Environmental Studies	Philosophy						
1713	PHIL 106	Philosophy							
1714	PHIL 108	Philosophy							
1715	PHIL 111	Philosophy							
1735	PHIL 112	Philosophy							
1716	PHIL 115	Philosophy							
1587	PHIL 200	Medieval Renaissance Studies	Philosophy						
662	PHIL 201	Classical Civilization	Philosophy						
28	PHIL 202	Africana Studies - Africa Concentration							
1571	PHIL 203	Media Arts and Sciences	Philosophy						
1717	PHIL 205	Philosophy							
690	PHIL 207	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy					
1718	PHIL 213	Philosophy							
1683	PHIL 215	Neuroscience	Philosophy						
691	PHIL 216	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Philosophy				
696	PHIL 218	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy	Women's and Gender Studies					
1720	PHIL 22	Philosophy							
1719	PHIL 220	Philosophy							
697	PHIL 221	Cognitive and Linguistic Sciences - Philosophy Concentration	Medieval Renaissance Studies	Philosophy					
1564	PHIL 222	Media Arts and Sciences							
1721	PHIL 226	Philosophy							
1370	PHIL 228	International Relations - History	International Relations - Political Science	Philosophy	Women's and Gender Studies				
1722	PHIL 229	Philosophy							
1707	PHIL 231	Philosophy							
1034	PHIL 233	Environmental Studies	Philosophy						
1036	PHIL 234	Environmental Studies	Philosophy						
1723	PHIL 236	Philosophy							
698	PHIL 245	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy						
1724	PHIL 249	Philosophy							
1588	PHIL 300	Medieval Renaissance Studies	Philosophy						
1709	PHIL 301	Philosophy							
1725	PHIL 303	Philosophy							
1726	PHIL 304	Philosophy							
1710	PHIL 305	Philosophy							
1711	PHIL 306	Philosophy							
1712	PHIL 307	Philosophy							
663	PHIL 310	Classical Civilization	Philosophy						
699	PHIL 311	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy						
1727	PHIL 316	Philosophy							
1728	PHIL 317	Philosophy							
83	PHIL 319	American Studies	International Relations - History	International Relations - Political Science	Philosophy				
700	PHIL 323	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy						
1708	PHIL 325	Philosophy							
1729	PHIL 330	Philosophy							
1730	PHIL 331	Philosophy							
692	PHIL 333	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy					
1053	PHIL 338	Environmental Studies	Philosophy						
1731	PHIL 340	Philosophy							
1732	PHIL 341	Philosophy							
1733	PHIL 342	Philosophy							
701	PHIL 345	Cognitive and Linguistic Sciences - Philosophy Concentration	Philosophy						
1623	PHIL 366	Middle Eastern Studies	Philosophy						
393	PHYS 100	Astronomy	Astrophysics	Biochemistry					
499	PHYS 104	Biochemistry	Chemistry						
500	PHYS 106	Biochemistry	Chemistry						
394	PHYS 107	Astronomy	Astrophysics	Biochemistry	Chemical Physics	Chemistry			
395	PHYS 108	Astronomy	Astrophysics	Biochemistry	Chemical Physics	Chemistry			
501	PHYS 109	Biochemistry							
396	PHYS 120	Astronomy	Astrophysics	Chemical Physics					
397	PHYS 205	Astronomy	Astrophysics						
398	PHYS 207	Astronomy	Astrophysics	Chemical Physics					
484	PHYS 208	Astrophysics	Chemical Physics						
485	PHYS 210	Astrophysics	Chemical Physics	Neuroscience					
1151	PHYS 216	Mathematics	Neuroscience						
423	PHYS 302	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
419	PHYS 304	Astronomy	Astrophysics	Physics - entering after Fall 2018					
424	PHYS 305	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
425	PHYS 308	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
426	PHYS 310	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
420	PHYS 311	Astronomy	Astrophysics	Physics - entering after Fall 2018					
422	PHYS 313	Astronomy	Astrophysics	Physics - entering after Fall 2018					
427	PHYS 322H	Astronomy	Astrophysics	Physics - entering after Fall 2018					
536	PHYS 323	Chemical Physics							
428	PHYS 323H	Astronomy	Astrophysics	Physics - entering after Fall 2018					
421	PHYS 331	Astronomy	Astrophysics	Chemical Physics	Physics - entering after Fall 2018				
429	PHYS 332	Astronomy	Astrophysics	Physics - entering after Fall 2018					
430	PHYS 350	Astronomy	Astrophysics	Physics - entering after Fall 2018					
431	PHYS 350G	Astronomy	Astrophysics	Physics - entering after Fall 2018					
432	PHYS 350H	Astronomy	Astrophysics	Physics - entering after Fall 2018					
433	PHYS 355	Astronomy	Astrophysics	Physics - entering after Fall 2018					
434	PHYS 360	Astronomy	Astrophysics	Physics - entering after Fall 2018					
435	PHYS 365	Astronomy	Astrophysics	Physics - entering after Fall 2018					
436	PHYS 370	Astronomy	Astrophysics	Physics - entering after Fall 2018					
1298	POL 105	International Relations - Economics							
1299	POL 105Y	International Relations - Economics							
1300	POL 109Y	International Relations - Economics							
161	POL 121	American Studies	Architecture	International Relations - Economics					
1301	POL 230	International Relations - Economics	International Relations - History						
835	POL 299	Data Science	International Relations - History						
162	POL1 200	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
1302	POL1 210	International Relations - Economics	International Relations - History	Political Science					
163	POL1 215	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
1371	POL1 231	International Relations - History	International Relations - Political Science						
164	POL1 233	American Studies	Architecture						
165	POL1 247	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
166	POL1 300	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
167	POL1 303	American Studies	Architecture						
168	POL1 317	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
169	POL1 324	American Studies	Architecture	Women's and Gender Studies					
996	POL1 328	Education Studies	International Relations - Economics	International Relations - History	Political Science				
170	POL1 329	American Studies	Architecture	International Relations - History	Political Science				
171	POL1 333	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
63	POL1 337	Africana Studies - United States Concentration	Education Studies	International Relations - Economics	International Relations - History	Political Science			
1737	POL1 375	Political Science							
1267	POL1 381	International Relations - Economics	International Relations - History	Political Science					
1738	POL1 385	Political Science							
172	POL1 388	American Studies	Architecture						
1417	POL2 202	International Relations - History	Political Science						
1418	POL2 204	International Relations - History	Political Science						
1836	POL2 206	Russian Area Studies							
1303	POL2 207	International Relations - Economics	International Relations - History	Latin American Studies	Political Science				
916	POL2 208	East Asian Studies	International Relations - Economics	International Relations - History	Political Science				
1305	POL2 211	International Relations - Economics	International Relations - History	Political Science					
1420	POL2 213	International Relations - History							
1419	POL2 214	International Relations - History	Political Science						
1306	POL2 217	International Relations - Economics	International Relations - History	Middle Eastern Studies	Political Science				
995	POL2 220	Education Studies	International Relations - History	Political Science					
16	POL2 231	Africana Studies - Africa Concentration	International Relations - Economics	Political Science					
1551	POL2 253	Latin American Studies	Political Science						
1421	POL2 301	International Relations - History	Political Science						
917	POL2 304	East Asian Studies	International Relations - Economics	International Relations - History	Political Science				
1308	POL2 306	International Relations - Economics	International Relations - History	Latin American Studies	Political Science				
1268	POL2 310	International Relations - Economics	International Relations - History	Political Science					
1270	POL2 312	International Relations - Economics	International Relations - History	Political Science					
1837	POL2 314	Russian Area Studies							
1554	POL2 320	Latin American Studies							
1273	POL2 359	International Relations - Economics	International Relations - History	Jewish Studies					
1309	POL2 362	International Relations - Economics	International Relations - History	Political Science					
1274	POL2 364	International Relations - Economics	International Relations - History	Political Science					
1895	POL2 367	Women's and Gender Studies							
1310	POL2 368	International Relations - Economics	International Relations - History	Latin American Studies	Political Science				
1311	POL3 203H	International Relations - Economics	International Relations - History	Political Science					
1423	POL3 209H	International Relations - History	Political Science						
1263	POL3 221	International Relations - Economics	International Relations - History	International Relations - Political Science	Political Science				
1312	POL3 223	International Relations - Economics	International Relations - History	Political Science					
1313	POL3 224	International Relations - Economics	International Relations - History	Political Science					
1314	POL3 227	International Relations - Economics	International Relations - History	Political Science					
1315	POL3 232	International Relations - Economics	International Relations - History	Political Science					
1424	POL3 236	International Relations - History	Political Science	Women's and Gender Studies					
1287	POL3 245	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Political Science			
1317	POL3 251	International Relations - Economics	International Relations - History	Political Science					
1276	POL3 302	International Relations - Economics	International Relations - History	International Relations - Political Science	Political Science				
1318	POL3 315	International Relations - Economics	International Relations - History	Political Science					
1278	POL3 325	International Relations - Economics	International Relations - History	Political Science					
173	POL3 326	American Studies	Architecture	International Relations - Economics	International Relations - History	Political Science			
1319	POL3 338	International Relations - Economics	International Relations - History	Political Science					
1320	POL3 339	International Relations - Economics	International Relations - History	Political Science					
1279	POL3 351	International Relations - Economics	International Relations - History	Political Science					
1321	POL3 352	International Relations - Economics	International Relations - History	Political Science					
1280	POL3 354	International Relations - Economics	International Relations - History	Political Science					
1282	POL3 357	International Relations - Economics	International Relations - History	Political Science					
1283	POL3 369	International Relations - Economics	International Relations - History	Political Science					
1284	POL3 371	International Relations - Economics	International Relations - History	Political Science					
1739	POL3 372	Political Science							
1285	POL3 378	International Relations - Economics	International Relations - History	Political Science					
1322	POL3 379	International Relations - Economics	International Relations - History	Political Science					
1286	POL3 387	International Relations - Economics	International Relations - History	Political Science					
1740	POL3 399	Political Science							
1426	POL4 201	International Relations - History	Political Science						
1427	POL4 216	International Relations - History	Political Science						
1428	POL4 243	International Relations - History	Political Science						
174	POL4 249	American Studies	Architecture	Education Studies	International Relations - History	Political Science			
175	POL4 311	American Studies	Architecture	Education Studies	Environmental Studies	International Relations - Economics	International Relations - History	Political Science	
1323	POL4 318	International Relations - Economics	International Relations - History	Political Science					
176	POL4 340	American Studies	Architecture						
997	POL4 341	Education Studies	International Relations - Economics	International Relations - History	Political Science				
177	POL4 343	American Studies	Architecture						
1896	POL4 344	Women's and Gender Studies							
178	POL4 345	American Studies	Architecture	International Relations - Economics	International Relations - History	Latin American Studies	Political Science		
1325	POL4 349	International Relations - Economics	International Relations - History	Political Science					
1478	PORT 241	Latin American Studies							
1479	PORT 250	Latin American Studies							
1480	PORT 250H	Latin American Studies							
1289	PORT 256	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies				
1481	PORT 266	Latin American Studies							
1483	PORT 310	Latin American Studies							
1486	PORT 314	Latin American Studies							
1487	PORT 350	Latin American Studies							
713	PSUC 318	Cognitive and Linguistic Sciences - Psychology Concentration							
998	PSYC 101	Education Studies	Psychology						
1756	PSYC 105	Psychology							
704	PSYC 205	Cognitive and Linguistic Sciences - Psychology Concentration	Data Science	Neuroscience	Psychology				
999	PSYC 207	Education Studies	Psychology						
1741	PSYC 208	Psychology							
1000	PSYC 210	Education Studies	Psychology						
1742	PSYC 212	Psychology							
1743	PSYC 213	Psychology							
1744	PSYC 214	Psychology							
708	PSYC 215	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
671	PSYC 216	Cognitive and Linguistic Sciences - Computer Science Concentration	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Philosophy Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies	Neuroscience	Psychology	
709	PSYC 217	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies	Neuroscience	Psychology				
710	PSYC 218	Cognitive and Linguistic Sciences - Psychology Concentration	Media Arts and Sciences	Neuroscience	Psychology				
711	PSYC 219	Cognitive and Linguistic Sciences - Psychology Concentration	Psychology						
978	PSYC 222	Education Studies	Psychology						
1759	PSYC 225	Psychology							
1757	PSYC 240	Psychology							
1005	PSYC 244	Education Studies							
1001	PSYC 245	Education Studies	Psychology						
1745	PSYC 250	Psychology							
1746	PSYC 250H	Psychology							
1368	PSYC 255	International Relations - History	International Relations - Political Science						
1760	PSYC 299	Psychology							
1761	PSYC 299H	Psychology							
1758	PSYC 300	Psychology							
712	PSYC 301	Cognitive and Linguistic Sciences - Psychology Concentration							
1751	PSYC 306R	Psychology							
1752	PSYC 307R	Psychology							
1762	PSYC 308	Psychology							
1753	PSYC 310R	Psychology							
1763	PSYC 311R	Psychology							
1754	PSYC 312R	Psychology							
1764	PSYC 313R	Psychology							
705	PSYC 314R	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
706	PSYC 315R	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
693	PSYC 316	Cognitive and Linguistic Sciences - Linguistics Concentration	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies	Neuroscience	Psychology			
1690	PSYC 317	Neuroscience	Psychology						
1765	PSYC 318	Psychology							
714	PSYC 319	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
1755	PSYC 323R	Psychology							
1002	PSYC 325	Education Studies	Psychology						
1003	PSYC 326	Education Studies	Psychology						
1766	PSYC 327	Psychology							
715	PSYC 328	Cognitive and Linguistic Sciences - Psychology Concentration	Neuroscience	Psychology					
1767	PSYC 329	Psychology							
1768	PSYC 332	Psychology							
1004	PSYC 333	Education Studies	Psychology						
179	PSYC 337	American Studies	Architecture	Education Studies	Psychology				
180	PSYC 338	American Studies	Architecture	Psychology					
1769	PSYC 339	Psychology							
1770	PSYC 340	Psychology							
181	PSYC 341	American Studies	Architecture						
1771	PSYC 343	Psychology							
1772	PSYC 344	Psychology							
716	PSYC 345	Cognitive and Linguistic Sciences - Psychology Concentration	Education Studies	Psychology					
182	PSYC 346	American Studies	Architecture	Psychology					
1773	PSYC 349	Psychology							
1747	PSYC 350	Psychology							
1748	PSYC 350H	Psychology							
1749	PSYC 360	Psychology							
1750	PSYC 370	Psychology							
837	QR 260	Data Science	Environmental Studies	Neuroscience	Psychology				
844	QR 309	Data Science							
599	RAST 222	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
600	RAST 322	Cinema and Media Studies - entering in Fall 2020 and before	Cinema and Media Studies - entering in Spring 2021 and after						
1451	REL 102	Jewish Studies	Religion						
664	REL 104	Classical Civilization	Middle Eastern Studies	Religion					
665	REL 105	Classical Civilization	Jewish Studies	Middle Eastern Studies	Religion				
903	REL 108	East Asian Studies	Religion						
1460	REL 111Y	Jewish Studies	Religion						
915	REL 119Y	East Asian Studies	Religion						
1782	REL 200	Religion							
1777	REL 201	Religion							
1844	REL 206	South Asia Studies							
1778	REL 209	Religion							
74	REL 214	American Studies	International Relations - History	International Relations - Political Science	Latin American Studies	Religion			
1783	REL 215	Religion							
1589	REL 216	Medieval Renaissance Studies	Religion						
1774	REL 218	Religion							
1780	REL 219	Religion							
1775	REL 220	Religion							
1849	REL 223	South Asia Studies							
1894	REL 224	Women's and Gender Studies							
1784	REL 225	Religion	Women's and Gender Studies						
1545	REL 226	Latin American Studies	Medieval Renaissance Studies	Religion	Women's and Gender Studies				
1781	REL 227	Religion							
1785	REL 230	Religion							
1776	REL 231	Religion							
1375	REL 233	International Relations - History	International Relations - Political Science	Religion					
1377	REL 236	International Relations - History	International Relations - Political Science	Religion					
1453	REL 240	Jewish Studies	Middle Eastern Studies	Religion					
1847	REL 241	South Asia Studies							
1461	REL 242	Jewish Studies	Middle Eastern Studies						
666	REL 243	Classical Civilization	Jewish Studies	Middle Eastern Studies	Religion	Women's and Gender Studies			
667	REL 244	Classical Civilization	Jewish Studies	Middle Eastern Studies	Religion				
1779	REL 245	Religion							
1786	REL 250	Religion							
1787	REL 250H	Religion							
1850	REL 251	South Asia Studies							
904	REL 253	East Asian Studies	Religion						
905	REL 254	East Asian Studies	Religion						
906	REL 255	East Asian Studies	Religion						
907	REL 257	East Asian Studies	Religion						
1788	REL 259	Religion							
1614	REL 260	Middle Eastern Studies	Religion						
1583	REL 261	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1591	REL 262	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1615	REL 263	Middle Eastern Studies	Religion						
1455	REL 264	Jewish Studies	Middle Eastern Studies	Religion					
1457	REL 265	Jewish Studies	Middle Eastern Studies	Religion					
1231	REL 266	History	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Religion		
1616	REL 267	Middle Eastern Studies	Religion						
1625	REL 268	Middle Eastern Studies	Religion						
1626	REL 269	Middle Eastern Studies	Religion						
1590	REL 270	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1845	REL 281	South Asia Studies							
1792	REL 300	Religion							
1851	REL 301	South Asia Studies							
1852	REL 302	South Asia Studies							
1853	REL 303	South Asia Studies							
1789	REL 318	Religion							
1790	REL 319	Religion							
1793	REL 323	Religion	Women's and Gender Studies						
1546	REL 326	Latin American Studies	Religion						
1627	REL 330	Middle Eastern Studies	Religion						
1462	REL 342	Jewish Studies	Middle Eastern Studies	Religion					
1791	REL 344	Religion							
1463	REL 345	Jewish Studies	Religion						
1617	REL 347	Middle Eastern Studies	Religion						
1628	REL 348	Middle Eastern Studies	Religion						
1794	REL 350	Religion							
1795	REL 350H	Religion							
908	REL 353	East Asian Studies	Religion						
1796	REL 357	Religion							
1618	REL 359	Middle Eastern Studies	Religion						
1797	REL 360	Religion							
1619	REL 361	Middle Eastern Studies	Religion						
1620	REL 362	Middle Eastern Studies	Religion						
1621	REL 363	Middle Eastern Studies	Religion						
1592	REL 364	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1585	REL 365	Medieval Renaissance Studies	Middle Eastern Studies	Religion					
1624	REL 366	Middle Eastern Studies	Religion						
1622	REL 367	Middle Eastern Studies	Religion						
1612	REL 368	Middle Eastern Studies	Religion						
1798	REL 370	Religion							
1799	REL 380	Religion							
1819	RUSS 201	Russian	Russian Area Studies						
1820	RUSS 202	Russian	Russian Area Studies						
727	RUSS 251	Comparative Literary Studies	Russian	Russian Area Studies					
1838	RUSS 255	Russian Area Studies							
1821	RUSS 272	Russian	Russian Area Studies						
728	RUSS 276	Comparative Literary Studies	Russian	Russian Area Studies					
1839	RUSS 277	Russian Area Studies							
1840	RUSS 286	Russian Area Studies							
1822	RUSS 301	Russian	Russian Area Studies						
1823	RUSS 302	Russian	Russian Area Studies						
1824	RUSS 305	Russian	Russian Area Studies						
1825	RUSS 306	Russian	Russian Area Studies						
1826	RUSS 333H	Russian	Russian Area Studies						
1827	RUSS 355H	Russian							
1828	RUSS 376H	Russian	Russian Area Studies						
1829	RUSS 377H	Russian	Russian Area Studies						
1830	RUSS 378H	Russian	Russian Area Studies						
1831	RUSS 386H	Russian	Russian Area Studies						
1804	SAS 206	Religion	South Asia Studies						
1807	SAS 211	Religion	South Asia Studies						
1803	SAS 225	Religion	South Asia Studies						
1339	SAS 232	International Relations - Economics	International Relations - History	International Relations - Political Science					
1293	SAS 237	International Relations - Economics	International Relations - History	International Relations - Political Science	Religion	South Asia Studies			
372	SAS 239	Art History	Religion	South Asia Studies					
1805	SAS 241	Religion	South Asia Studies						
1808	SAS 242	Religion	South Asia Studies						
1809	SAS 250	Religion	South Asia Studies						
1810	SAS 250H	Religion	South Asia Studies						
1806	SAS 251	Religion	South Asia Studies						
1221	SAS 266	History	International Relations - Economics	International Relations - Political Science	Middle Eastern Studies	Religion	South Asia Studies		
1811	SAS 283	Religion	South Asia Studies						
1812	SAS 301	Religion	South Asia Studies						
1813	SAS 302	Religion	South Asia Studies						
1814	SAS 303	Religion	South Asia Studies						
1815	SAS 350	Religion	South Asia Studies						
1816	SAS 350H	Religion	South Asia Studies						
1817	SAS 360	Religion	South Asia Studies						
1252	SAS 367	History	International Relations - Economics	International Relations - Political Science	Middle Eastern Studies	Religion	South Asia Studies		
1818	SAS 370	Religion	South Asia Studies						
1326	SOC 103	International Relations - Economics							
836	SOC 190	Data Science	International Relations - Economics	Sociology					
1395	SOC 200	International Relations - History	International Relations - Political Science	Sociology					
1396	SOC 201	International Relations - History	International Relations - Political Science	Sociology					
1327	SOC 202	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1397	SOC 204	International Relations - History	International Relations - Political Science	Sociology					
183	SOC 205	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science		
1328	SOC 206	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
957	SOC 207	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science				
1330	SOC 208	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
185	SOC 209	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	Women's and Gender Studies
1332	SOC 210	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1399	SOC 211	International Relations - History	International Relations - Political Science	Sociology					
1333	SOC 212	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1334	SOC 213	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1400	SOC 214	International Relations - History	International Relations - Political Science	Sociology					
1335	SOC 220	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
980	SOC 225	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Sociology		
1337	SOC 226	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1338	SOC 232	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	South Asia Studies			
1340	SOC 241	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Sociology			
982	SOC 246	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Sociology		
1401	SOC 250	International Relations - History	International Relations - Political Science	Sociology					
984	SOC 251	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Jewish Studies	Sociology		
1402	SOC 252	International Relations - History	International Relations - Political Science	Sociology					
1342	SOC 260	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1403	SOC 290	International Relations - History	International Relations - Political Science	Sociology					
1343	SOC 302	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1344	SOC 304	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
186	SOC 306	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science			
188	SOC 307	American Studies	Architecture						
190	SOC 308	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	Women's and Gender Studies
1345	SOC 309	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
80	SOC 310	American Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology			
191	SOC 311	American Studies	Architecture	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science		
965	SOC 312	Education Studies	International Relations - Economics	International Relations - History	International Relations - Political Science	Latin American Studies	Sociology		
193	SOC 314	American Studies	Architecture	International Relations - History	International Relations - Political Science	Sociology			
1346	SOC 315	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology	Women's and Gender Studies			
194	SOC 317	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology		
1347	SOC 318	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1348	SOC 320	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1349	SOC 322	International Relations - Economics	International Relations - History	International Relations - Political Science					
195	SOC 324	American Studies	Architecture						
196	SOC 334	American Studies	Architecture	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology		
1351	SOC 348	International Relations - Economics	International Relations - History	International Relations - Political Science	Sociology				
1404	SOC 350	International Relations - History	International Relations - Political Science	Sociology					
1405	SOC 350H	International Relations - History	International Relations - Political Science	Sociology					
1406	SOC 360	International Relations - History	International Relations - Political Science	Sociology					
1407	SOC 370	International Relations - History	International Relations - Political Science	Sociology					
1854	SPAN 201	Spanish							
1855	SPAN 202	Spanish							
1488	SPAN 241	Latin American Studies	Spanish						
1489	SPAN 243	Latin American Studies	Spanish						
1490	SPAN 244	Latin American Studies	Spanish						
197	SPAN 245	American Studies	Architecture						
1491	SPAN 246	Latin American Studies	Spanish	Theatre Studies					
1492	SPAN 247	Latin American Studies	Spanish						
1459	SPAN 248	Jewish Studies	Latin American Studies	Spanish					
